order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2024-04-10,2024,2,4,April,Europe,France,Office Supplies,Binders,Consumer,14,19.97,279.58,133.81,145.77,0.5214
2023-05-24,2023,2,5,May,Asia Pacific,Japan,Clothing,Footwear,Consumer,1,81.11,81.11,38.56,42.55,0.5246
2024-01-07,2024,1,1,January,Asia Pacific,India,Furniture,Chairs,Consumer,8,76.37,610.96,355.53,255.43,0.4181
2023-08-28,2023,3,8,August,North America,Canada,Office Supplies,Writing,Corporate,12,12.68,152.16,79.48,72.68,0.4777
2024-08-22,2024,3,8,August,North America,United States,Furniture,Tables,Consumer,18,898.03,16164.54,12493.78,3670.76,0.2271
2024-12-17,2024,4,12,December,Asia Pacific,Singapore,Clothing,Men,Corporate,12,23.28,279.36,162.18,117.18,0.4195
2022-11-03,2022,4,11,November,North America,Mexico,Clothing,Women,Corporate,6,78.9,473.4,268.19,205.21,0.4335
2024-11-11,2024,4,11,November,North America,United States,Office Supplies,Appliances,Consumer,15,246.43,3696.45,2216.51,1479.94,0.4004
2023-09-24,2023,3,9,September,Europe,Spain,Office Supplies,Appliances,Corporate,1,130.87,130.87,94.15,36.72,0.2806
2022-05-11,2022,2,5,May,Asia Pacific,Singapore,Electronics,Wearables,Consumer,18,646.65,11639.7,10044.96,1594.74,0.137
2022-10-05,2022,4,10,October,North America,Canada,Electronics,Wearables,Consumer,14,293.44,4108.16,3499.11,609.05,0.1483
2023-12-14,2023,4,12,December,Europe,Spain,Furniture,Desks,Corporate,4,348.45,1393.8,968.77,425.03,0.3049
2024-08-06,2024,3,8,August,Europe,Germany,Clothing,Men,Home Office,18,82.1,1477.8,770.48,707.32,0.4786
2022-08-20,2022,3,8,August,North America,Canada,Furniture,Tables,Consumer,2,905.67,1811.34,1201.27,610.07,0.3368
2022-03-10,2022,1,3,March,Asia Pacific,China,Electronics,Phones,Consumer,15,817.9,12268.5,9849.82,2418.68,0.1971
2023-03-21,2023,1,3,March,North America,Mexico,Electronics,Wearables,Consumer,2,159.88,319.76,280.85,38.91,0.1217
2022-10-21,2022,4,10,October,North America,Mexico,Office Supplies,Writing,Consumer,17,5.2,88.4,48.55,39.85,0.4508
2024-05-24,2024,2,5,May,North America,Mexico,Clothing,Women,Corporate,18,114.08,2053.44,1460.27,593.17,0.2889
2024-04-16,2024,2,4,April,Latin America,Colombia,Clothing,Kids,Corporate,5,41.59,207.95,95.42,112.53,0.5411
2022-10-23,2022,4,10,October,Europe,Germany,Clothing,Kids,Small Business,15,110.45,1656.75,960.85,695.9,0.42
2023-02-21,2023,1,2,February,Latin America,Peru,Office Supplies,Appliances,Consumer,11,201.08,2211.88,1668.5,543.38,0.2457
2024-02-12,2024,1,2,February,Asia Pacific,China,Office Supplies,Binders,Consumer,2,31.08,62.16,31.83,30.33,0.4879
2023-11-13,2023,4,11,November,Asia Pacific,Singapore,Electronics,Laptops,Small Business,10,2418.34,24183.4,15090.12,9093.28,0.376
2023-02-23,2023,1,2,February,Latin America,Brazil,Office Supplies,Appliances,Home Office,13,276.24,3591.12,2270.26,1320.86,0.3678
2024-01-07,2024,1,1,January,Asia Pacific,Australia,Furniture,Tables,Consumer,17,980.47,16667.99,11264.58,5403.41,0.3242
2024-01-30,2024,1,1,January,Asia Pacific,Australia,Clothing,Kids,Home Office,11,54.36,597.96,346.82,251.14,0.42
2023-02-06,2023,1,2,February,North America,United States,Electronics,Wearables,Consumer,11,211.11,2322.21,1783.79,538.42,0.2319
2024-09-27,2024,3,9,September,North America,Mexico,Office Supplies,Writing,Consumer,16,9.76,156.16,108.03,48.13,0.3082
2022-05-01,2022,2,5,May,Europe,Germany,Office Supplies,Appliances,Consumer,17,29.47,500.99,365.43,135.56,0.2706
2023-04-19,2023,2,4,April,Latin America,Brazil,Clothing,Footwear,Consumer,3,189.14,567.42,228.63,338.79,0.5971
2022-02-02,2022,1,2,February,Europe,France,Electronics,Wearables,Corporate,1,383.36,383.36,278.68,104.68,0.2731
2024-05-31,2024,2,5,May,North America,Mexico,Electronics,Accessories,Consumer,6,24.98,149.88,96.68,53.2,0.355
2023-07-02,2023,3,7,July,North America,United States,Office Supplies,Writing,Small Business,13,2.5,32.5,24.91,7.59,0.2335
2022-06-15,2022,2,6,June,Europe,Germany,Clothing,Women,Consumer,2,29.64,59.28,30.91,28.37,0.4786
2024-06-07,2024,2,6,June,Europe,United Kingdom,Office Supplies,Binders,Consumer,11,21.54,236.94,173.71,63.23,0.2669
2024-08-31,2024,3,8,August,North America,Mexico,Clothing,Women,Consumer,9,19.78,178.02,75.44,102.58,0.5762
2023-10-07,2023,4,10,October,Latin America,Peru,Office Supplies,Paper,Consumer,1,28.96,28.96,18.64,10.32,0.3564
2023-05-08,2023,2,5,May,Asia Pacific,Australia,Clothing,Kids,Consumer,13,83.83,1089.79,624.43,465.36,0.427
2023-12-10,2023,4,12,December,Europe,Germany,Clothing,Men,Corporate,2,26.61,53.22,25.24,27.98,0.5257
2023-10-31,2023,4,10,October,North America,Mexico,Clothing,Footwear,Home Office,1,171.46,171.46,111.58,59.88,0.3492
2024-02-18,2024,1,2,February,Europe,Germany,Furniture,Storage,Consumer,3,547.35,1642.05,1034.09,607.96,0.3702
2022-11-12,2022,4,11,November,North America,United States,Electronics,Laptops,Consumer,13,1201.69,15621.97,10118.4,5503.57,0.3523
2022-06-28,2022,2,6,June,North America,Canada,Furniture,Tables,Consumer,6,519.6,3117.6,2183.52,934.08,0.2996
2023-10-27,2023,4,10,October,Europe,United Kingdom,Electronics,Accessories,Corporate,13,11.73,152.49,110.95,41.54,0.2724
2022-12-14,2022,4,12,December,Asia Pacific,Singapore,Clothing,Women,Corporate,13,45.6,592.8,288.13,304.67,0.514
2023-09-06,2023,3,9,September,North America,United States,Electronics,Wearables,Consumer,16,526.12,8417.92,6009.49,2408.43,0.2861
2022-10-05,2022,4,10,October,Latin America,Colombia,Office Supplies,Binders,Consumer,10,4.21,42.1,24.44,17.66,0.4195
2024-05-31,2024,2,5,May,Asia Pacific,Australia,Clothing,Kids,Consumer,5,41.65,208.25,123.5,84.75,0.407
2023-08-20,2023,3,8,August,Asia Pacific,Australia,Furniture,Storage,Home Office,16,678.4,10854.4,8261.64,2592.76,0.2389
2023-02-14,2023,1,2,February,North America,Canada,Clothing,Footwear,Consumer,18,61.54,1107.72,715.19,392.53,0.3544
2023-08-20,2023,3,8,August,North America,Mexico,Furniture,Desks,Consumer,3,1168.28,3504.84,2680.6,824.24,0.2352
2022-11-12,2022,4,11,November,Europe,Spain,Electronics,Accessories,Consumer,14,120.47,1686.58,1078.11,608.47,0.3608
2024-01-07,2024,1,1,January,Latin America,Colombia,Office Supplies,Appliances,Corporate,18,186.27,3352.86,2520.52,832.34,0.2482
2022-04-01,2022,2,4,April,North America,United States,Office Supplies,Writing,Consumer,13,19.37,251.81,140.87,110.94,0.4406
2024-11-28,2024,4,11,November,Asia Pacific,China,Electronics,Accessories,Consumer,18,91.27,1642.86,1264.28,378.58,0.2304
2022-02-20,2022,1,2,February,Europe,Spain,Furniture,Desks,Consumer,16,253.82,4061.12,2689.73,1371.39,0.3377
2023-12-04,2023,4,12,December,Latin America,Brazil,Clothing,Women,Consumer,15,174.7,2620.5,1485.19,1135.31,0.4332
2023-09-07,2023,3,9,September,Europe,United Kingdom,Furniture,Storage,Consumer,2,572.82,1145.64,665.7,479.94,0.4189
2023-05-15,2023,2,5,May,Asia Pacific,China,Office Supplies,Binders,Home Office,17,9.41,159.97,80.44,79.53,0.4972
2023-01-17,2023,1,1,January,Europe,Spain,Electronics,Wearables,Corporate,14,305.48,4276.72,3471.5,805.22,0.1883
2023-03-16,2023,1,3,March,Latin America,Colombia,Office Supplies,Appliances,Consumer,7,97.94,685.58,467.73,217.85,0.3178
2023-02-08,2023,1,2,February,Asia Pacific,Singapore,Electronics,Laptops,Consumer,15,816.51,12247.65,9729.32,2518.33,0.2056
2023-12-14,2023,4,12,December,Europe,France,Office Supplies,Appliances,Corporate,12,256.74,3080.88,2014.06,1066.82,0.3463
2023-10-04,2023,4,10,October,Asia Pacific,India,Clothing,Men,Corporate,4,50.56,202.24,88.46,113.78,0.5626
2024-02-25,2024,1,2,February,Europe,Germany,Furniture,Storage,Corporate,14,154.45,2162.3,1560.28,602.02,0.2784
2023-01-19,2023,1,1,January,Asia Pacific,Japan,Office Supplies,Appliances,Consumer,11,255.76,2813.36,1841.08,972.28,0.3456
2024-11-01,2024,4,11,November,Asia Pacific,China,Furniture,Desks,Small Business,16,643.69,10299.04,7031.83,3267.21,0.3172
2023-03-28,2023,1,3,March,Asia Pacific,Australia,Furniture,Chairs,Corporate,10,61.51,615.1,375.65,239.45,0.3893
2022-08-20,2022,3,8,August,North America,Canada,Office Supplies,Appliances,Corporate,4,95.01,380.04,239.13,140.91,0.3708
2024-06-22,2024,2,6,June,Latin America,Peru,Clothing,Men,Small Business,18,47.15,848.7,454.95,393.75,0.4639
2023-12-15,2023,4,12,December,Asia Pacific,Japan,Electronics,Phones,Consumer,3,667.12,2001.36,1758.05,243.31,0.1216
2024-05-26,2024,2,5,May,Asia Pacific,Japan,Electronics,Accessories,Small Business,6,96.26,577.56,475.94,101.62,0.1759
2022-12-11,2022,4,12,December,Asia Pacific,China,Office Supplies,Writing,Corporate,11,19.6,215.6,117.84,97.76,0.4534
2024-04-22,2024,2,4,April,Europe,Italy,Clothing,Men,Consumer,2,178.72,357.44,242.15,115.29,0.3225
2024-03-15,2024,1,3,March,North America,United States,Electronics,Accessories,Small Business,16,29.9,478.4,375.27,103.13,0.2156
2023-07-24,2023,3,7,July,Asia Pacific,Australia,Furniture,Chairs,Consumer,12,274.62,3295.44,2246.74,1048.7,0.3182
2024-01-04,2024,1,1,January,Europe,United Kingdom,Office Supplies,Appliances,Corporate,3,242.79,728.37,423.36,305.01,0.4188
2023-11-23,2023,4,11,November,Latin America,Argentina,Furniture,Tables,Small Business,18,669.49,12050.82,8470.02,3580.8,0.2971
2024-07-30,2024,3,7,July,Europe,France,Clothing,Men,Consumer,1,31.12,31.12,20.99,10.13,0.3255
2022-09-28,2022,3,9,September,Europe,United Kingdom,Clothing,Footwear,Consumer,10,56.47,564.7,394.43,170.27,0.3015
2022-12-05,2022,4,12,December,North America,Mexico,Furniture,Chairs,Consumer,2,245.15,490.3,310.11,180.19,0.3675
2022-01-03,2022,1,1,January,Asia Pacific,Japan,Furniture,Chairs,Corporate,7,285.79,2000.53,1171.97,828.56,0.4142
2022-09-04,2022,3,9,September,North America,Mexico,Furniture,Chairs,Corporate,14,395.49,5536.86,3759.41,1777.45,0.321
2024-01-23,2024,1,1,January,North America,United States,Office Supplies,Paper,Consumer,10,6.7,67.0,47.25,19.75,0.2948
2022-01-18,2022,1,1,January,Asia Pacific,Japan,Office Supplies,Binders,Consumer,6,17.64,105.84,72.86,32.98,0.3116
2022-06-27,2022,2,6,June,Asia Pacific,Japan,Clothing,Footwear,Small Business,4,51.88,207.52,91.19,116.33,0.5606
2023-05-23,2023,2,5,May,Asia Pacific,India,Clothing,Kids,Small Business,9,80.2,721.8,346.04,375.76,0.5206
2023-09-10,2023,3,9,September,Asia Pacific,Singapore,Electronics,Phones,Small Business,7,741.86,5193.02,3907.62,1285.4,0.2475
2022-08-19,2022,3,8,August,Asia Pacific,India,Office Supplies,Binders,Corporate,8,19.49,155.92,100.72,55.2,0.354
2024-05-11,2024,2,5,May,Europe,United Kingdom,Clothing,Kids,Consumer,12,69.19,830.28,378.02,452.26,0.5447
2023-03-18,2023,1,3,March,Europe,United Kingdom,Electronics,Phones,Consumer,2,1126.45,2252.9,1952.49,300.41,0.1333
2024-04-03,2024,2,4,April,Europe,France,Office Supplies,Appliances,Consumer,3,199.35,598.05,375.23,222.82,0.3726
2022-11-15,2022,4,11,November,North America,United States,Furniture,Desks,Home Office,18,538.24,9688.32,6862.61,2825.71,0.2917
2023-05-04,2023,2,5,May,Asia Pacific,China,Furniture,Storage,Small Business,2,193.8,387.6,309.94,77.66,0.2004
2022-12-26,2022,4,12,December,North America,Mexico,Office Supplies,Writing,Corporate,4,1.24,4.96,2.46,2.5,0.504
2022-09-17,2022,3,9,September,North America,Canada,Clothing,Kids,Consumer,9,90.09,810.81,354.95,455.86,0.5622
2023-06-23,2023,2,6,June,Latin America,Chile,Clothing,Kids,Corporate,3,63.57,190.71,107.46,83.25,0.4365
2022-07-30,2022,3,7,July,North America,Mexico,Electronics,Laptops,Consumer,4,1033.97,4135.88,3111.4,1024.48,0.2477
2022-11-04,2022,4,11,November,North America,United States,Electronics,Wearables,Consumer,6,610.76,3664.56,3089.03,575.53,0.1571
2023-10-18,2023,4,10,October,Europe,Spain,Electronics,Laptops,Consumer,9,2169.39,19524.51,15006.53,4517.98,0.2314
2024-11-22,2024,4,11,November,North America,Mexico,Clothing,Women,Consumer,2,210.36,420.72,177.57,243.15,0.5779
2024-07-24,2024,3,7,July,Europe,France,Clothing,Kids,Consumer,1,49.32,49.32,24.33,24.99,0.5067
2024-10-07,2024,4,10,October,Asia Pacific,Singapore,Electronics,Accessories,Corporate,7,112.54,787.78,600.37,187.41,0.2379
2023-12-11,2023,4,12,December,Asia Pacific,Japan,Electronics,Wearables,Consumer,1,622.06,622.06,385.91,236.15,0.3796
2022-05-03,2022,2,5,May,Asia Pacific,India,Electronics,Laptops,Consumer,5,1952.14,9760.7,6287.72,3472.98,0.3558
2022-06-23,2022,2,6,June,Latin America,Peru,Furniture,Tables,Consumer,4,595.54,2382.16,1720.03,662.13,0.278
2022-09-25,2022,3,9,September,Europe,Italy,Office Supplies,Appliances,Corporate,8,101.67,813.36,594.4,218.96,0.2692
2023-07-11,2023,3,7,July,Latin America,Colombia,Office Supplies,Writing,Consumer,8,2.42,19.36,10.01,9.35,0.483
2024-08-12,2024,3,8,August,Asia Pacific,Singapore,Electronics,Phones,Consumer,11,636.19,6998.09,5313.93,1684.16,0.2407
2022-09-03,2022,3,9,September,Latin America,Argentina,Furniture,Storage,Consumer,3,135.6,406.8,299.09,107.71,0.2648
2023-05-24,2023,2,5,May,Asia Pacific,Singapore,Electronics,Accessories,Consumer,12,65.47,785.64,497.1,288.54,0.3673
2023-05-27,2023,2,5,May,North America,United States,Electronics,Wearables,Small Business,4,343.36,1373.44,1138.6,234.84,0.171
2024-03-31,2024,1,3,March,North America,United States,Electronics,Laptops,Consumer,12,1903.94,22847.28,19734.78,3112.5,0.1362
2022-05-13,2022,2,5,May,North America,Mexico,Electronics,Phones,Consumer,7,1107.37,7751.59,5699.68,2051.91,0.2647
2024-06-06,2024,2,6,June,North America,Canada,Electronics,Wearables,Consumer,13,362.79,4716.27,3393.4,1322.87,0.2805
2024-07-02,2024,3,7,July,Europe,France,Electronics,Laptops,Consumer,5,665.83,3329.15,2600.02,729.13,0.219
2023-07-27,2023,3,7,July,North America,Canada,Furniture,Storage,Consumer,13,121.95,1585.35,957.32,628.03,0.3961
2024-01-06,2024,1,1,January,Latin America,Peru,Electronics,Phones,Home Office,16,767.29,12276.64,9158.58,3118.06,0.254
2023-10-16,2023,4,10,October,Latin America,Peru,Furniture,Tables,Consumer,8,109.89,879.12,675.94,203.18,0.2311
2022-07-25,2022,3,7,July,North America,Canada,Office Supplies,Binders,Home Office,8,24.36,194.88,104.84,90.04,0.462
2024-03-06,2024,1,3,March,Asia Pacific,China,Clothing,Women,Corporate,12,206.39,2476.68,1776.51,700.17,0.2827
2022-02-27,2022,1,2,February,North America,United States,Office Supplies,Writing,Home Office,12,19.0,228.0,145.01,82.99,0.364
2022-12-26,2022,4,12,December,Europe,Germany,Clothing,Footwear,Corporate,16,27.19,435.04,181.84,253.2,0.582
2023-02-17,2023,1,2,February,Asia Pacific,China,Office Supplies,Paper,Consumer,5,12.2,61.0,31.02,29.98,0.4915
2022-10-18,2022,4,10,October,Asia Pacific,India,Electronics,Laptops,Corporate,4,2208.31,8833.24,7453.26,1379.98,0.1562
2023-11-21,2023,4,11,November,Latin America,Chile,Office Supplies,Appliances,Corporate,10,110.33,1103.3,851.79,251.51,0.228
2022-12-23,2022,4,12,December,Asia Pacific,Australia,Clothing,Footwear,Corporate,18,185.84,3345.12,2332.32,1012.8,0.3028
2023-08-27,2023,3,8,August,Asia Pacific,Japan,Office Supplies,Binders,Consumer,5,9.51,47.55,21.43,26.12,0.5493
2023-10-14,2023,4,10,October,Asia Pacific,Singapore,Furniture,Chairs,Consumer,8,368.02,2944.16,1702.05,1242.11,0.4219
2023-10-17,2023,4,10,October,Europe,France,Office Supplies,Binders,Consumer,6,23.72,142.32,109.28,33.04,0.2322
2022-05-19,2022,2,5,May,Asia Pacific,India,Furniture,Tables,Consumer,12,341.79,4101.48,2375.45,1726.03,0.4208
2024-04-27,2024,2,4,April,North America,Canada,Furniture,Storage,Home Office,16,620.79,9932.64,6404.89,3527.75,0.3552
2022-05-31,2022,2,5,May,Europe,Spain,Clothing,Women,Consumer,2,71.93,143.86,72.22,71.64,0.498
2022-06-03,2022,2,6,June,Latin America,Brazil,Furniture,Storage,Consumer,18,661.03,11898.54,9686.26,2212.28,0.1859
2022-12-04,2022,4,12,December,Europe,Italy,Clothing,Men,Consumer,14,36.71,513.94,222.23,291.71,0.5676
2023-09-02,2023,3,9,September,North America,United States,Furniture,Tables,Corporate,8,177.83,1422.64,933.37,489.27,0.3439
2022-06-29,2022,2,6,June,Europe,Spain,Electronics,Accessories,Consumer,10,125.35,1253.5,980.89,272.61,0.2175
2022-06-17,2022,2,6,June,Europe,United Kingdom,Electronics,Laptops,Corporate,16,2203.16,35250.56,24681.45,10569.11,0.2998
2024-03-04,2024,1,3,March,Europe,Spain,Clothing,Kids,Consumer,6,49.55,297.3,155.21,142.09,0.4779
2023-07-05,2023,3,7,July,North America,United States,Electronics,Wearables,Consumer,2,166.14,332.28,266.18,66.1,0.1989
2023-04-11,2023,2,4,April,North America,Mexico,Furniture,Storage,Home Office,18,70.86,1275.48,834.83,440.65,0.3455
2023-04-28,2023,2,4,April,Europe,Italy,Office Supplies,Appliances,Corporate,16,103.68,1658.88,962.62,696.26,0.4197
2024-07-08,2024,3,7,July,Asia Pacific,China,Furniture,Desks,Consumer,6,1334.8,8008.8,4766.31,3242.49,0.4049
2024-06-10,2024,2,6,June,North America,United States,Electronics,Wearables,Consumer,7,648.44,4539.08,3554.46,984.62,0.2169
2024-03-24,2024,1,3,March,Asia Pacific,India,Furniture,Chairs,Consumer,18,209.69,3774.42,2357.41,1417.01,0.3754
2022-11-03,2022,4,11,November,Europe,United Kingdom,Clothing,Footwear,Consumer,5,155.12,775.6,454.86,320.74,0.4135
2023-12-06,2023,4,12,December,Latin America,Brazil,Clothing,Men,Small Business,14,54.9,768.6,468.49,300.11,0.3905
2024-04-02,2024,2,4,April,Europe,Spain,Electronics,Accessories,Consumer,2,65.41,130.82,111.0,19.82,0.1515
2022-02-11,2022,1,2,February,Asia Pacific,China,Office Supplies,Writing,Home Office,11,16.53,181.83,100.01,81.82,0.45
2023-04-12,2023,2,4,April,North America,Canada,Clothing,Men,Home Office,5,61.08,305.4,194.84,110.56,0.362
2022-07-02,2022,3,7,July,Asia Pacific,India,Electronics,Wearables,Corporate,7,331.78,2322.46,1991.49,330.97,0.1425
2024-11-21,2024,4,11,November,Europe,Spain,Office Supplies,Writing,Small Business,6,2.25,13.5,9.24,4.26,0.3156
2023-02-16,2023,1,2,February,Europe,Italy,Clothing,Men,Consumer,2,52.41,104.82,57.24,47.58,0.4539
2022-09-11,2022,3,9,September,Latin America,Argentina,Electronics,Wearables,Corporate,1,217.9,217.9,162.79,55.11,0.2529
2023-06-14,2023,2,6,June,Europe,Spain,Office Supplies,Writing,Consumer,3,6.42,19.26,11.12,8.14,0.4226
2023-04-07,2023,2,4,April,North America,Mexico,Clothing,Women,Small Business,7,66.51,465.57,247.24,218.33,0.469
2022-01-18,2022,1,1,January,North America,Mexico,Electronics,Laptops,Corporate,8,1079.54,8636.32,7162.29,1474.03,0.1707
2023-12-16,2023,4,12,December,North America,Mexico,Office Supplies,Appliances,Home Office,15,90.56,1358.4,820.49,537.91,0.396
2024-02-06,2024,1,2,February,Asia Pacific,Singapore,Furniture,Chairs,Consumer,18,371.91,6694.38,4782.76,1911.62,0.2856
2023-10-28,2023,4,10,October,North America,United States,Furniture,Tables,Home Office,9,346.37,3117.33,2313.04,804.29,0.258
2024-04-07,2024,2,4,April,Latin America,Chile,Electronics,Laptops,Home Office,11,1893.44,20827.84,16819.18,4008.66,0.1925
2022-03-14,2022,1,3,March,Asia Pacific,India,Electronics,Wearables,Consumer,7,275.61,1929.27,1553.98,375.29,0.1945
2022-12-15,2022,4,12,December,Asia Pacific,Australia,Clothing,Kids,Corporate,18,28.29,509.22,219.59,289.63,0.5688
2023-11-19,2023,4,11,November,North America,Canada,Office Supplies,Binders,Home Office,3,10.89,32.67,17.11,15.56,0.4763
2023-08-26,2023,3,8,August,Asia Pacific,Australia,Clothing,Kids,Consumer,15,103.34,1550.1,853.44,696.66,0.4494
2023-02-03,2023,1,2,February,Asia Pacific,Singapore,Office Supplies,Paper,Corporate,17,6.24,106.08,71.56,34.52,0.3254
2023-02-15,2023,1,2,February,Europe,Spain,Electronics,Laptops,Consumer,11,1377.46,15152.06,11637.46,3514.6,0.232
2024-09-25,2024,3,9,September,Latin America,Colombia,Electronics,Laptops,Small Business,11,1798.96,19788.56,13178.67,6609.89,0.334
2022-12-12,2022,4,12,December,Asia Pacific,China,Furniture,Desks,Small Business,6,746.66,4479.96,3387.58,1092.38,0.2438
2024-09-04,2024,3,9,September,North America,Mexico,Furniture,Storage,Consumer,13,33.13,430.69,298.95,131.74,0.3059
2022-01-09,2022,1,1,January,Asia Pacific,China,Clothing,Women,Consumer,8,57.52,460.16,313.2,146.96,0.3194
2022-04-04,2022,2,4,April,North America,United States,Furniture,Tables,Consumer,10,1047.43,10474.3,7050.25,3424.05,0.3269
2024-09-30,2024,3,9,September,Europe,Italy,Furniture,Desks,Consumer,12,1080.15,12961.8,7706.03,5255.77,0.4055
